<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<OPENINT>
Роснефть;D;19/12/18;000000;407;418.2;406.5;418.2;3986040;0
Роснефть;D;20/12/18;000000;414;416.8;410.1;415.6;3349850;0
Роснефть;D;21/12/18;000000;412.9;416.3;405.05;415;3699200;0
Роснефть;D;24/12/18;000000;414.9;419.2;412.45;414;1487750;0
Роснефть;D;25/12/18;000000;411;411.3;401.85;409;1858760;0
Роснефть;D;26/12/18;000000;409.1;414.5;409.1;414.5;1056080;0
Роснефть;D;27/12/18;000000;420;421.35;416.35;420.5;6479390;0
Роснефть;D;28/12/18;000000;423;428.25;421.7;425.95;2609310;0
Роснефть;D;29/12/18;000000;426.7;432.5;421.4;432.5;940940;0
Роснефть;D;03/01/19;000000;429.15;429.8;422.4;425.85;1528310;0
Роснефть;D;04/01/19;000000;427.1;439;426.2;430.4;1635750;0
Роснефть;D;08/01/19;000000;427;427;420.65;423.6;2052160;0
Роснефть;D;09/01/19;000000;425;428.9;425;427.7;2413050;0
Роснефть;D;10/01/19;000000;427.75;433;424;432.1;2493560;0
Роснефть;D;11/01/19;000000;432;435.3;430.2;434.6;2839110;0
Роснефть;D;14/01/19;000000;434.05;434.05;424.85;427.9;2358220;0
Роснефть;D;15/01/19;000000;428.6;431.35;421.3;424.35;2863880;0
Роснефть;D;16/01/19;000000;424.45;426.9;420;421;3091660;0
Роснефть;D;17/01/19;000000;422;422.45;414.2;415.9;3468970;0
Роснефть;D;18/01/19;000000;419.05;421.95;416.35;419.7;4510760;0
Роснефть;D;21/01/19;000000;421.1;424.8;418.95;422.3;2613040;0
Роснефть;D;22/01/19;000000;419.8;421.05;413;416.9;4536990;0
Роснефть;D;23/01/19;000000;417;421.25;416.2;419.9;3021470;0
Роснефть;D;24/01/19;000000;417.8;417.8;405.6;408.5;10537210;0
Роснефть;D;25/01/19;000000;408.3;414.3;404.6;414;4986550;0
Роснефть;D;28/01/19;000000;412.8;412.9;408.85;411.2;3322570;0
Роснефть;D;29/01/19;000000;410;413.65;406.3;412.9;4411530;0
Роснефть;D;30/01/19;000000;412.85;417.15;411.15;415.8;3540780;0
Роснефть;D;31/01/19;000000;417.5;418.6;411.25;411.25;3428170;0
Роснефть;D;01/02/19;000000;410.55;414.85;407;411.95;3011440;0
Роснефть;D;04/02/19;000000;412.95;414.4;411;411;3375440;0
Роснефть;D;05/02/19;000000;411.95;429.75;409.7;428.5;10446570;0
Роснефть;D;06/02/19;000000;429.45;429.45;421.1;421.55;4283520;0
Роснефть;D;07/02/19;000000;420.1;423.9;411.45;411.55;3473380;0
Роснефть;D;08/02/19;000000;410.95;414.75;408.5;411.6;2342100;0
Роснефть;D;11/02/19;000000;412;418.75;410.5;410.5;3471100;0
Роснефть;D;12/02/19;000000;410.5;417.95;410.2;414.5;3933830;0
Роснефть;D;13/02/19;000000;414.95;416.15;401.5;401.6;7221730;0
Роснефть;D;14/02/19;000000;394.65;399.6;390.75;394.85;8167130;0
Роснефть;D;15/02/19;000000;397;405.35;397;403.5;4641740;0
Роснефть;D;18/02/19;000000;403.55;407.75;398.7;405;3510240;0
Роснефть;D;19/02/19;000000;404.8;408.35;399.8;402.95;3370750;0
Роснефть;D;20/02/19;000000;403.15;405;400.15;402.9;2778420;0
Роснефть;D;21/02/19;000000;403.3;404.8;395;396.45;3206940;0
Роснефть;D;22/02/19;000000;396.45;402.5;394.4;401.5;2842690;0
Роснефть;D;25/02/19;000000;400.45;404.15;395.15;396.5;3768150;0
Роснефть;D;26/02/19;000000;394.95;399.4;392.7;399;3097610;0
Роснефть;D;27/02/19;000000;400;401;397.65;400.4;3544000;0
Роснефть;D;28/02/19;000000;398.85;400.95;395.5;398.8;2299210;0
Роснефть;D;01/03/19;000000;399.9;400.95;396;398.25;1805370;0
Роснефть;D;04/03/19;000000;399.4;400.5;396.95;398.05;1579050;0
Роснефть;D;05/03/19;000000;397;399.55;395.9;395.9;1867250;0
Роснефть;D;06/03/19;000000;397.15;403;394.55;402.3;2700450;0
Роснефть;D;07/03/19;000000;402;402.85;398.7;402;2350970;0
Роснефть;D;11/03/19;000000;401.9;401.95;397.55;399.75;1870450;0
Роснефть;D;12/03/19;000000;400;400.35;395;397.5;3280860;0
Роснефть;D;13/03/19;000000;397.5;400.1;395.6;400;2548640;0
Роснефть;D;14/03/19;000000;400.3;407.8;398.3;398.3;5183580;0
Роснефть;D;15/03/19;000000;401;402.5;397.4;401.25;3595160;0
Роснефть;D;18/03/19;000000;399.7;399.7;396.2;399;2672370;0
Роснефть;D;19/03/19;000000;399;399.85;396.8;399;1928620;0
Роснефть;D;20/03/19;000000;399.45;408.5;396.8;408.5;4050750;0
Роснефть;D;21/03/19;000000;408;410.45;405.65;409.5;5261910;0
Роснефть;D;22/03/19;000000;409.9;410.7;405.7;408.4;2430970;0
Роснефть;D;25/03/19;000000;405.95;405.95;400;404.25;3308140;0
Роснефть;D;26/03/19;000000;404;409.7;402.15;405.2;2012970;0
Роснефть;D;27/03/19;000000;405.55;408;402.55;404.35;2753970;0
Роснефть;D;28/03/19;000000;404.55;409.3;404;407.5;1844000;0
Роснефть;D;29/03/19;000000;407.75;412.9;406.05;412;4653870;0
Роснефть;D;01/04/19;000000;413;421.25;411.9;419.7;5034740;0
Роснефть;D;02/04/19;000000;420;423.2;416.6;418;2465170;0
Роснефть;D;03/04/19;000000;419.5;421.7;417.3;417.95;2227390;0
Роснефть;D;04/04/19;000000;418.1;423.75;416.95;422.45;2644330;0
Роснефть;D;05/04/19;000000;422.85;425.75;421.1;421.5;2538520;0
Роснефть;D;08/04/19;000000;423;425.4;418.2;420.9;2946680;0
Роснефть;D;09/04/19;000000;422;423.85;413.6;415.9;4284580;0
Роснефть;D;10/04/19;000000;415.05;425.5;413.85;425.5;3227420;0
Роснефть;D;11/04/19;000000;425.5;436.25;424;431;5982950;0
Роснефть;D;12/04/19;000000;433;437.25;430;432.5;3762950;0
Роснефть;D;15/04/19;000000;432;434.9;426.4;428.9;2863880;0
Роснефть;D;16/04/19;000000;430;436.7;428.55;435.15;5174360;0
Роснефть;D;17/04/19;000000;437.4;441;435.75;436.5;3565870;0
Роснефть;D;18/04/19;000000;435.65;437.75;432.55;435.65;2379960;0
Роснефть;D;19/04/19;000000;437;437;431.1;432;1165030;0
Роснефть;D;22/04/19;000000;434.75;440.95;432.95;439.6;2388950;0
Роснефть;D;23/04/19;000000;440.95;449;437.7;441;5910290;0
Роснефть;D;24/04/19;000000;442;442;436.7;441.3;3294060;0
Роснефть;D;25/04/19;000000;441;441.2;432.95;436;3592700;0
Роснефть;D;26/04/19;000000;435.1;435.35;428.05;434.45;3697730;0
Роснефть;D;29/04/19;000000;433;435.75;429.5;433.7;1594870;0
Роснефть;D;30/04/19;000000;433.95;434.4;426.8;428.8;3576650;0
Роснефть;D;02/05/19;000000;427.75;427.8;421.8;423.25;2999910;0
Роснефть;D;03/05/19;000000;425.15;427.6;421.8;423.55;1613880;0
Роснефть;D;06/05/19;000000;421.2;425.4;418;425;1441260;0
Роснефть;D;07/05/19;000000;426.75;427.25;416.9;422;2872860;0
Роснефть;D;08/05/19;000000;421.5;423.8;418.05;420.4;2247390;0
Роснефть;D;10/05/19;000000;420;423.15;413.55;413.75;2171810;0
Роснефть;D;13/05/19;000000;415;423.05;414.25;417.2;3855490;0
Роснефть;D;14/05/19;000000;420;422.8;419.55;420.95;3202400;0
Роснефть;D;15/05/19;000000;421.85;421.85;413.1;413.7;3827440;0
Роснефть;D;16/05/19;000000;413.7;415.4;410.6;412;3757280;0
Роснефть;D;17/05/19;000000;411;415.6;410.6;413;2424170;0
Роснефть;D;20/05/19;000000;414.4;415.45;408.1;408.2;2272060;0
Роснефть;D;21/05/19;000000;409.35;420;408;415.95;3933530;0
Роснефть;D;22/05/19;000000;416.5;420.35;413.6;414;3103260;0
Роснефть;D;23/05/19;000000;413.65;420;411.8;417.05;3869040;0
Роснефть;D;24/05/19;000000;418.1;427.85;417.3;423;3384130;0
Роснефть;D;27/05/19;000000;422;426.55;422;425.4;740780;0
Роснефть;D;28/05/19;000000;423.9;435.75;423.9;431.8;7557090;0
Роснефть;D;29/05/19;000000;429;437;426.8;437;4761820;0
Роснефть;D;30/05/19;000000;440;440.95;437;439;3440340;0
Роснефть;D;31/05/19;000000;436.5;438.1;428.3;433;4372670;0
Роснефть;D;03/06/19;000000;428;438.9;424.35;438.9;6040470;0
Роснефть;D;04/06/19;000000;438.3;445.05;433.5;435;6013530;0
Роснефть;D;05/06/19;000000;436;436;425.65;426.2;2888490;0
Роснефть;D;06/06/19;000000;427;428.4;419.6;422.9;4404110;0
Роснефть;D;07/06/19;000000;425.4;426.55;419.3;419.55;5214090;0
Роснефть;D;10/06/19;000000;421.7;424.25;420.1;422;2621260;0
Роснефть;D;11/06/19;000000;421.95;425.5;420.75;422.9;3842630;0
Роснефть;D;13/06/19;000000;421.35;425.6;420.15;422;4950130;0
Роснефть;D;14/06/19;000000;414.8;416.65;408;408;6848050;0
Роснефть;D;17/06/19;000000;409.55;415;407.8;408.1;5217150;0
Роснефть;D;18/06/19;000000;408.5;411.7;407.1;411.7;4615800;0
Роснефть;D;19/06/19;000000;411.95;412.75;408;409.25;3491600;0
Роснефть;D;20/06/19;000000;411.1;419.75;409.45;419.75;8955030;0
Роснефть;D;21/06/19;000000;419.2;420;414.55;419.1;5271740;0
Роснефть;D;24/06/19;000000;419;420.75;415.5;416.45;2977930;0
Роснефть;D;25/06/19;000000;415;415.6;410.4;412.15;2606180;0
Роснефть;D;26/06/19;000000;413.1;417.8;412.55;415.9;3638530;0
Роснефть;D;27/06/19;000000;417.05;418.4;412.75;415.1;2667080;0
Роснефть;D;28/06/19;000000;415;415.5;412.6;414.5;1938710;0
Роснефть;D;01/07/19;000000;417.5;422.8;416.3;417.8;4092820;0
Роснефть;D;02/07/19;000000;417.85;420.15;415.1;417;2098800;0
Роснефть;D;03/07/19;000000;416.9;422.2;414.75;420;2701800;0
Роснефть;D;04/07/19;000000;421.8;422.85;417.85;422.55;1742000;0
Роснефть;D;05/07/19;000000;422.9;424.55;416.3;418.65;3418740;0
Роснефть;D;08/07/19;000000;417.95;421.9;417.2;419.25;2714100;0
Роснефть;D;09/07/19;000000;419.1;424.5;419.1;420.95;2214720;0
Роснефть;D;10/07/19;000000;421.75;425.9;419.2;423.25;3318820;0
Роснефть;D;11/07/19;000000;425.1;425.1;417.3;418.4;2989220;0
Роснефть;D;12/07/19;000000;418.4;421.3;415.05;419.25;2003650;0
Роснефть;D;15/07/19;000000;421.3;422.3;418.2;418.4;1285620;0
Роснефть;D;16/07/19;000000;417.9;420.8;417.85;420.4;1176960;0
Роснефть;D;17/07/19;000000;418.55;421.1;416.5;421.1;2398020;0
Роснефть;D;18/07/19;000000;420.35;421.25;416.7;417;1905000;0
Роснефть;D;19/07/19;000000;418.75;420.65;418.1;420.45;1177370;0
Роснефть;D;22/07/19;000000;416;423.95;415.25;420.45;1600980;0
Роснефть;D;23/07/19;000000;420.75;431.15;420.6;428;3622760;0
Роснефть;D;24/07/19;000000;428.6;429.85;426.1;427.6;1613330;0
Роснефть;D;25/07/19;000000;428.45;429.45;425.6;428.95;2177790;0
Роснефть;D;26/07/19;000000;428.95;429.85;423.5;423.5;2319080;0
Роснефть;D;29/07/19;000000;424.1;425.5;420.05;421.9;1384360;0
Роснефть;D;30/07/19;000000;422.8;423.1;418.15;420.45;1120510;0
Роснефть;D;31/07/19;000000;420.5;422.7;418.7;421.95;1657620;0
Роснефть;D;01/08/19;000000;419.5;421.1;417.2;419.4;1575940;0
Роснефть;D;02/08/19;000000;416.9;418;411.75;411.75;4972330;0
Роснефть;D;05/08/19;000000;411.5;413.85;405.7;406.3;4653170;0
Роснефть;D;06/08/19;000000;407.05;412.35;406.55;412;4026310;0
Роснефть;D;07/08/19;000000;411.05;411.45;405.35;406.55;4885090;0
Роснефть;D;08/08/19;000000;408.1;409.6;406.6;406.6;2687430;0
Роснефть;D;09/08/19;000000;407.5;407.95;404.3;404.6;2509270;0
Роснефть;D;12/08/19;000000;405;407.3;401.4;402.4;3542730;0
Роснефть;D;13/08/19;000000;402.4;408.45;400.7;405.3;3677470;0
Роснефть;D;14/08/19;000000;406;407;397.7;400.15;5310260;0
Роснефть;D;15/08/19;000000;402.2;405.2;400.05;404.25;3263050;0
Роснефть;D;16/08/19;000000;405.55;406.8;404;404.75;2538360;0
Роснефть;D;19/08/19;000000;406.45;407.85;402.3;404;4333690;0
Роснефть;D;20/08/19;000000;405.45;409.95;404.75;407.9;4483930;0
Роснефть;D;21/08/19;000000;416.95;416.95;410;410.4;5199950;0
Роснефть;D;22/08/19;000000;410.4;411.65;406;406;3206680;0
Роснефть;D;23/08/19;000000;407.3;408.35;404.4;405.6;3170390;0
Роснефть;D;26/08/19;000000;403;406.95;402.95;405.7;1692070;0
Роснефть;D;27/08/19;000000;406.5;406.5;403.1;406.5;4854590;0
Роснефть;D;28/08/19;000000;406.45;406.8;403.8;404.8;3728780;0
Роснефть;D;29/08/19;000000;405;408;404.8;406.25;3324820;0
Роснефть;D;30/08/19;000000;406.45;409.35;405.7;406.95;3442290;0
Роснефть;D;02/09/19;000000;407;413.2;406;412;5187190;0
Роснефть;D;03/09/19;000000;411.85;412;406.95;410.4;3651670;0
Роснефть;D;04/09/19;000000;411.5;415.9;411.35;414.65;4088810;0
Роснефть;D;05/09/19;000000;416.5;420.55;414.65;418.3;4868480;0
Роснефть;D;06/09/19;000000;418.05;422.9;415.9;422.9;3775590;0
Роснефть;D;09/09/19;000000;424;424.45;420.7;423.9;2421150;0
Роснефть;D;10/09/19;000000;423.8;423.85;416.15;418;4492560;0
Роснефть;D;11/09/19;000000;417.1;419.45;413.65;416.1;3555070;0
Роснефть;D;12/09/19;000000;416.15;417.3;409.4;412.05;5524440;0
Роснефть;D;13/09/19;000000;412;412.8;408.85;410.05;2434620;0
Роснефть;D;16/09/19;000000;418.5;431.3;415.05;429.7;17572690;0
Роснефть;D;17/09/19;000000;431.85;440.9;424;428.1;15588740;0
Роснефть;D;18/09/19;000000;428.5;429.7;423.5;426;4412450;0
Роснефть;D;19/09/19;000000;425;428.8;424.55;427;4783790;0
Роснефть;D;20/09/19;000000;426.8;428.3;425.05;428.3;3070370;0
Роснефть;D;23/09/19;000000;428.3;430;423.7;428.75;4889900;0
Роснефть;D;24/09/19;000000;431.05;431.5;423.6;425.5;4074760;0
Роснефть;D;25/09/19;000000;424.4;424.65;421.85;424.5;3854470;0
Роснефть;D;26/09/19;000000;424.55;425.95;422.05;422.55;2115790;0
Роснефть;D;27/09/19;000000;422.5;424.75;422.2;422.5;1732210;0
Роснефть;D;30/09/19;000000;422.2;422.5;419.3;419.3;2334340;0
Роснефть;D;01/10/19;000000;420.35;423.25;419.9;420.65;2434990;0
Роснефть;D;02/10/19;000000;420.65;422.25;415.8;417.55;3423590;0
Роснефть;D;03/10/19;000000;416.75;417.8;410.7;413.1;3801380;0
Роснефть;D;04/10/19;000000;415.3;419.2;413.1;415;2914480;0
Роснефть;D;07/10/19;000000;416.7;422.9;414.55;418.5;3432460;0
Роснефть;D;08/10/19;000000;418.85;421.9;418.6;419.5;2641420;0
Роснефть;D;09/10/19;000000;420.35;422;419.3;421.15;2802010;0
Роснефть;D;10/10/19;000000;409.95;411.6;407.05;409;5087850;0
Роснефть;D;11/10/19;000000;410.75;412.7;409.6;411.65;3582330;0
Роснефть;D;14/10/19;000000;411.65;414;410.25;413.4;1960300;0
Роснефть;D;15/10/19;000000;412.45;413.6;411.1;411.65;2025340;0
Роснефть;D;16/10/19;000000;413;415.5;410.3;414.95;3092880;0
Роснефть;D;17/10/19;000000;414.9;418.6;413.2;417.65;2951090;0
Роснефть;D;18/10/19;000000;417.65;417.7;414.15;415;1751370;0
Роснефть;D;21/10/19;000000;415;415.5;411.5;413.75;2603480;0
Роснефть;D;22/10/19;000000;413.45;417.4;412.55;417.4;3475400;0
Роснефть;D;23/10/19;000000;415.9;420.75;415.2;420;4108860;0
Роснефть;D;24/10/19;000000;420;422.5;419.3;420.5;3998420;0
Роснефть;D;25/10/19;000000;421;422.35;417.7;421.35;2473210;0
Роснефть;D;28/10/19;000000;422.2;424.3;420;421.4;2122390;0
Роснефть;D;29/10/19;000000;421.4;430.45;419.1;429.2;5713870;0
Роснефть;D;30/10/19;000000;428.75;433.5;425.7;432.65;4624480;0
Роснефть;D;31/10/19;000000;432.5;435.5;426;426;3477500;0
Роснефть;D;01/11/19;000000;426.5;435.4;424;434.4;5003510;0
Роснефть;D;05/11/19;000000;437.8;453.45;434.45;451.4;8677320;0
Роснефть;D;06/11/19;000000;452.05;454.5;443.35;454.5;9041070;0
Роснефть;D;07/11/19;000000;452;464.7;450.45;463.5;5957260;0
Роснефть;D;08/11/19;000000;462;462.85;453.65;454.25;4171670;0
Роснефть;D;11/11/19;000000;453.05;453.85;446.4;453;3220850;0
Роснефть;D;12/11/19;000000;454;468.3;453.2;461.05;7240110;0
Роснефть;D;13/11/19;000000;458.1;461.45;455.1;459.5;3554510;0
Роснефть;D;14/11/19;000000;459.2;460.2;451.7;457.3;4477310;0
Роснефть;D;15/11/19;000000;457.3;460.7;453.7;458;3003220;0
Роснефть;D;18/11/19;000000;459.6;461.5;450.1;451;3032390;0
Роснефть;D;19/11/19;000000;451.25;455;448.5;452.55;2644550;0
Роснефть;D;20/11/19;000000;450.9;452.5;441.65;450.35;4434830;0
Роснефть;D;21/11/19;000000;449.8;454;445.75;452.85;1952620;0
Роснефть;D;22/11/19;000000;452.2;457.4;450.8;453;2537450;0
Роснефть;D;25/11/19;000000;455;456.5;453;455;1748740;0
Роснефть;D;26/11/19;000000;455.6;456.35;445.1;453;6255680;0
Роснефть;D;27/11/19;000000;452;452.85;445.1;445.9;3604600;0
Роснефть;D;28/11/19;000000;445.45;447.2;442.5;445.5;2224970;0
Роснефть;D;29/11/19;000000;444.6;444.6;440.3;441;2907480;0
Роснефть;D;02/12/19;000000;443.4;443.95;435.4;435.45;3243280;0
Роснефть;D;03/12/19;000000;434.2;439.55;432.5;433;2850050;0
Роснефть;D;04/12/19;000000;433.4;444.15;427.6;442.15;3553690;0
Роснефть;D;05/12/19;000000;441;443.75;435.25;438.4;2932430;0
Роснефть;D;06/12/19;000000;438.4;448.35;436.6;446;2845350;0
Роснефть;D;09/12/19;000000;448;450.5;445.2;449;2006130;0
Роснефть;D;10/12/19;000000;448.8;451.9;445.5;448.85;2593230;0
Роснефть;D;11/12/19;000000;449.45;455.85;448.75;451.7;3936930;0
Роснефть;D;12/12/19;000000;453.3;458.75;451.6;452.8;5508850;0
Роснефть;D;13/12/19;000000;456.15;457.35;450.25;451.1;4586410;0
Роснефть;D;16/12/19;000000;450.8;452.65;448;448.45;3597230;0
Роснефть;D;17/12/19;000000;449.95;455;449.2;454.05;5215360;0
Роснефть;D;18/12/19;000000;453;456.45;451.55;454.45;4389380;0
Роснефть;D;19/12/19;000000;454.5;456.85;449;451.75;5095820;0
Роснефть;D;20/12/19;000000;452.45;453.2;446.5;451.75;5244610;0
Роснефть;D;23/12/19;000000;451.7;454.1;449;451;2999470;0
Роснефть;D;24/12/19;000000;451;453.2;450.5;451.4;1574240;0
Роснефть;D;25/12/19;000000;452;455.3;451.9;454;1649040;0
Роснефть;D;26/12/19;000000;455.7;455.75;452.5;452.5;1786410;0
Роснефть;D;27/12/19;000000;453.5;455.4;453.2;453.5;2784150;0
Роснефть;D;30/12/19;000000;453.4;453.95;449.5;449.7;3255130;0
Роснефть;D;03/01/20;000000;453.75;458.65;453.35;456.9;4376800;0
Роснефть;D;06/01/20;000000;459;460.4;453.4;455.6;6828930;0
Роснефть;D;08/01/20;000000;456;462.7;451.45;452;9251220;0
Роснефть;D;09/01/20;000000;452.4;460.95;450.7;460.2;4982540;0
Роснефть;D;10/01/20;000000;459.9;475.65;456.85;473.5;6695940;0
Роснефть;D;13/01/20;000000;476.65;482.25;472.15;481.15;4812230;0
Роснефть;D;14/01/20;000000;481.15;486.45;472.7;475.5;6553240;0
Роснефть;D;15/01/20;000000;474.7;482.1;469.95;474.5;4595510;0
Роснефть;D;16/01/20;000000;477.95;481.5;476.7;480.95;4124610;0
Роснефть;D;17/01/20;000000;482.45;487.2;481.25;485.15;4466590;0
Роснефть;D;20/01/20;000000;488;489.9;484.65;484.85;3130680;0
Роснефть;D;21/01/20;000000;482.55;486.85;479;486.15;2932730;0
Роснефть;D;22/01/20;000000;486.25;488.55;476.05;478.15;11724320;0
Роснефть;D;23/01/20;000000;475;479.7;470.6;473.1;4185540;0
Роснефть;D;24/01/20;000000;475.05;478.4;473.5;474;3300950;0
Роснефть;D;27/01/20;000000;469.05;473.8;465.8;468.3;5684600;0
Роснефть;D;28/01/20;000000;472.1;477.7;468.2;477.7;5883840;0
Роснефть;D;29/01/20;000000;480.5;482;475.6;481.7;6309330;0
